Metodo_TINTO,Accuracy,F1_Score,ROC_AUC,Tiempo_Train_s,Tiempo_Eval_s,RAM_GB,CPU_Usage_%,VRAM_GB
REFINED,85.81 ± 1.17,85.63 ± 1.26,91.73 ± 1.64,1224.12,6.76,0.82,394.78,0.0
